Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Dialogue Act
9575,"Oh, please!",Phoebe,disgust,952,5,8,19,"00:18:55,218","00:18:56,803",oth
9576,"Hey, how you doin?",Joey,neutral,952,6,8,19,"00:18:56,970","00:18:59,973",q
9577,Hey Mikey,Phoebe,neutral,953,0,9,12,"00:08:13,618","00:08:16,036",g
9578,Hey P,Mike,neutral,953,1,9,12,"00:08:13,618","00:08:16,218",g
9579,What are you doing?,Phoebe,neutral,953,2,9,12,"0:08:16,245","0:08:16,913",q
9580,Setting rattraps,Mike,neutral,953,3,9,12,"0:08:16,913","0:08:18,727",ans
9581,To kill Bob??,Phoebe,surprise,953,4,9,12,"0:08:18,873","0:08:19,625",q
9582,"No, no, to test his neck strength.",Mike,neutral,953,5,9,12,"0:08:19,625","0:08:23,525",ans
9583,"No, Mike, I don't want to kill him!",Phoebe,anger,953,6,9,12,"00:08:23,669","00:08:26,992",dag
9584,"I thought we were just gonna capture him and, and you know, set him free in the country side where he can maybe meet a friendly possom and a wisecracking owl.",Phoebe,sadness,953,7,9,12,"00:08:23,669","00:08:34,888",o
9585,"Ok, ok, I'll throw away the traps.",Mike,neutral,953,8,9,12,"0:08:35,181","0:08:37,267",ag
9586,"I'll find Bob, I'll get him.",Phoebe,neutral,953,9,9,12,"0:08:37,267","0:08:38,993",s
9587,Bob?,Phoebe,fear,953,10,9,12,"0:08:39,101","0:08:39,663",oth
9588,Bob!,Phoebe,sadness,953,11,9,12,"0:08:39,663","0:08:43,283",oth
9589,Robert!,Phoebe,anger,953,12,9,12,"00:08:43,397","00:08:45,815",oth
9590,"Oh wait, I think I hear him.",Phoebe,neutral,953,13,9,12,"00:08:47,485","00:08:49,194",s
9591,Oh - Oh my god!,Phoebe,surprise,953,14,9,12,"0:08:50,988","0:08:54,826",oth
9592,Bob had babies!,Phoebe,surprise,953,15,9,12,"0:08:54,826","0:08:56,078",a
9593,Bob's a mom!,Phoebe,surprise,953,16,9,12,"0:08:56,078","0:08:56,224",oth
9594,Better think of a new name for him.,Mike,neutral,953,17,9,12,"00:08:56,285","00:08:57,869",s
9595,"I don't know, I kinda like Bob for a girl.",Phoebe,neutral,953,18,9,12,"00:08:58,037","00:09:00,497",o
9596,"I don't know, I mean I'm not sure ...",Mike,neutral,953,19,9,12,"00:09:00,665","00:09:02,415",s
9597,"Oh my god, we killed Bob!",Phoebe,sadness,953,20,9,12,"00:09:05,586","00:09:09,506",s
9598,"Maybe it wasn't Bob, maybe it was a mouse.",Mike,neutral,953,21,9,12,"00:09:09,674","00:09:12,342",o
9599,Suzie,Phoebe,neutral,953,22,9,12,"00:09:12,510","00:09:14,886",s
9600,"Hmmm, soup!",Joey,joy,954,0,5,18,"00:15:35,267","00:15:44,067",oth
9601,"Joey, Ross is gonna be here any second, would you mind watching Ben for me while I use the ladies' room?",Carol,neutral,954,1,5,18,"00:15:45,069","00:15:49,155",q
9602,"Oh yeah, no problem.",Joey,neutral,954,2,5,18,"0:15:49,323","0:15:50,385",ans
9603,Thanks.,Carol,neutral,954,3,5,18,"0:15:50,385","0:15:50,583",g
9604,"Hi Ben! So you wanna be an actor huh? I gotta tell ya, it's no picnic. There's tons of rejection.",Joey,sadness,954,4,5,18,"00:16:01,293","00:16:10,969",s
9605,Joey!,Ross,surprise,954,5,5,18,"00:16:21,355","00:16:22,939",g
9606,What one? You wanted him to invite you to the party and he did it!,Monica,surprise,955,0,5,7,"00:08:46,901","00:08:49,569",s
9607,"Yeah, but he waited until the last minute!",Rachel,anger,955,1,5,7,"00:08:49,779","00:08:52,864",a
9608,"So if I said yes, he would know I had nothing better to do than wait around for an invitation to his stupid party.",Rachel,anger,955,2,5,7,"00:08:49,779","00:08:56,868",s
9609,"I said, ""No!""",Rachel,anger,955,3,5,7,"00:08:57,078","00:08:58,411",s
9610,Which puts,Rachel,neutral,955,4,5,7,"00:08:58,621","00:09:01,456",s
9611,Great. So the ball is in his court?,Monica,anger,955,5,5,7,"00:09:01,707","00:09:04,084",q
9612,Ball? There is no ball.,Rachel,anger,955,6,5,7,"00:09:04,293","00:09:07,462",dag
9613,"Oh, hey Rach! I thought we said seven?",Danny,surprise,956,0,5,10,"0:17:41,143","0:17:43,229",q
9614,"Yeah uh, y'know what uh, let's skip it.",Rachel,neutral,956,1,5,10,"0:17:43,229","0:17:46,086",oth
9615,What?! Why?!,Danny,surprise,956,2,5,10,"00:17:46,190","00:17:47,857",q
9616,"Umm, you-you and your sister seem to have umm, a very special bond, and",Rachel,neutral,956,3,5,10,"00:17:49,485","00:17:52,570",ans
9617,Oh great! That,Danny,anger,956,4,5,10,"00:17:52,738","00:17:56,324",a
9619,"Do-do you, do you have brothers?",Danny,neutral,956,5,5,10,"00:18:01,830","00:18:05,917",q
9620,"No, I have two sisters. But one of them has a very masculine energy.",Rachel,neutral,956,6,5,10,"00:18:06,085","00:18:11,297",ans
9621,Are you close with them?,Danny,neutral,956,7,5,10,"0:18:11,465","0:18:12,857",q
9622,"No-no, they're not very nice people.",Rachel,neutral,956,8,5,10,"0:18:12,857","0:18:15,221",ans
9623,"Okay, listen, I really like you.",Danny,neutral,956,9,5,10,"0:18:18,055","0:18:19,367",s
9624,Okay?,Danny,neutral,956,10,5,10,"0:18:19,367","0:18:20,827",ag
9625,I think this can go somewhere.,Danny,neutral,956,11,5,10,"0:18:20,827","0:18:20,976",s
9626,"So what if I'm close to my family, are you gonna let that stand in the way of us?",Danny,neutral,956,12,5,10,"00:18:21,058","00:18:24,602",q
9627,"Well, uh, I-I don't know. See when-when you put it that way y'know it does sort of",Rachel,neutral,956,13,5,10,"00:18:25,521","00:18:30,149",ans
9628,Danny! Hurry up! The bath is getting cold!,Krista,neutral,956,14,5,10,"00:18:30,317","00:18:33,820",s
9629,What?,Danny,surprise,956,15,5,10,"0:18:37,032","0:18:37,834",q
9630,"Yeah, okay, I'll see you later.",Rachel,neutral,956,16,5,10,"0:18:37,834","0:18:39,465",oth
9631,Its over.,Ross,sadness,957,0,4,1,"00:05:23,906","00:05:24,906",s
9632,"Oh, was it awful?",Rachel,sadness,957,1,4,1,"00:05:25,450","00:05:30,120",q
9633,"Well, it was loong.",Ross,sadness,958,0,1,1,"00:05:25,450","00:05:30,120",ans
9634,"I didnt even realise how late it was, until I noticed the 5 oclock shadow on her head.",Ross,neutral,959,0,4,1,"00:05:30,580","00:05:35,042",s
9635,"Anyway, she didnt want to stay.",Ross,sadness,959,1,4,1,"0:05:41,382","0:05:43,093",s
9636,I called a cab. she just left.,Ross,neutral,959,2,4,1,"0:05:43,093","0:05:45,445",s
9637,I wrote you a letter.,Rachel,neutral,959,3,4,1,"00:05:53,102","00:05:54,644",s
9638,Ohh! Thank you! I like mail.,Ross,joy,959,4,4,1,"00:05:58,316","00:06:00,233",a
9639,Its just some things Ive been thinking about.,Rachel,neutral,959,5,4,1,"00:06:04,447","00:06:06,823",s
9640,"Some things about us, and before we can even think about the two of us getting back together, I just need to know how you feel about this stuff.",Rachel,neutral,959,6,4,1,"00:06:06,991","00:06:15,374",s
9641,"Okay. Wow, its-its 5:30 in the morning. So, Id better get cracking on this baby.",Ross,neutral,959,7,4,1,"00:06:18,169","00:06:28,053",s
9642,"Well, Ill be waiting for you, just come up when youre done.",Rachel,neutral,959,8,4,1,"00:06:36,270","00:06:39,481",ag
9643,"Okay, Ill be up in, 18 pages. Front and back. Very exciting.",Ross,joy,959,9,4,1,"00:06:39,649","00:06:48,365",ag
9644,The waiter carried the breadsticks in his pants!,Monica,anger,960,0,4,9,"00:09:13,177","00:09:16,304",s
9645,"Well, you said that we except the",Allesandro,neutral,960,1,4,9,"00:09:17,557","00:09:21,351",s
9646,"All right, that Ill retract.",Monica,neutral,960,2,4,9,"00:09:24,397","00:09:26,815",s
9647,"But I stand by my review, I know food and that wasnt it.",Monica,disgust,960,3,4,9,"00:09:26,983","00:09:30,193",s
9648,Youre marinara sauce tasted like tomato juice!,Monica,disgust,960,4,4,9,"00:09:30,653","00:09:32,737",o
9649,You should serve it with vodka and a piece of celery.,Monica,disgust,960,5,4,9,"00:09:32,905","00:09:35,865",s
9650,"Hey! Im proud of that sauce, its delicious.",Allesandro,anger,960,6,4,9,"00:09:36,033","00:09:38,368",s
9651,Oh my God! You own an Italian restaurant and you think that tastes good?! Where are you even from?,Monica,surprise,960,7,4,9,"00:09:38,536","00:09:44,207",q
9652,Lebanon.,Allesandro,neutral,960,8,4,9,"00:09:45,918","00:09:47,752",ans
9653,"Hand me those tomatoes, Im gonna show you what it should taste like! Come on, hand me them.",Monica,anger,960,9,4,9,"00:09:49,130","00:09:53,842",s
9654,How long is this gonna take? Cause I got another critic to go yell at.,Allesandro,neutral,960,10,4,9,"00:09:55,011","00:09:58,513",q
9655,"Okay, then what happened?",Phoebe,neutral,961,0,5,12,"00:05:50,433","00:05:51,767",q
9656,Ohh. Uh-huh. Uh-huh. You'll get your turn!,Phoebe,anger,961,1,5,12,"00:05:55,188","00:05:59,900",oth
9657,"Hey Pheebs, what's going on?",Ross,neutral,961,2,5,12,"00:06:00,401","00:06:02,903",q
9658,Nothing! This is not over!,Phoebe,anger,961,3,5,12,"00:06:03,404","00:06:04,446",ans
9659,No! No! No!,Ross,anger,961,4,5,12,"0:06:05,615","0:06:07,137",oth
9660,What?!,Phoebe,surprise,961,5,5,12,"0:06:07,137","0:06:07,749",q
9661,"I was up all night writing this really nasty letter to Emily! It was perfect and now it's all covered in-in Actually, thanks!",Ross,sadness,961,6,5,12,"00:06:07,867","00:06:16,249",ans
9662,All right! Everybody ready to go to the movies?,Joey,neutral,961,7,5,12,"00:06:17,043","00:06:19,086",q
9663,"Uh actually, I think I'm gonna skip it.",Ross,sadness,961,8,5,12,"00:06:19,253","00:06:22,172",ans
9664,Really?,Joey,surprise,961,9,5,12,"00:06:22,340","00:06:24,633",q
9665,"Yeah, I'm gonna stay and read my book. I just wanna be alone right now.",Ross,sadness,961,10,5,12,"00:06:22,340","00:06:28,345",ans
9666,"Oh. Are you sure you don't want to come? Tom Hanks, Meg Ryan, they get mail and stuff.",Joey,neutral,961,11,5,12,"00:06:26,761","00:06:32,682",q
9667,"That's okay, Joe.",Ross,neutral,961,12,5,12,"00:06:34,477","00:06:35,894",ans
9668,"All right, let's go Pheebs.",Joey,neutral,961,13,5,12,"00:06:36,062","00:06:37,687",s
9669,Oh God!,Ross,surprise,961,14,5,12,"00:06:40,483","00:06:42,109",oth
9670,That was amazing.,Chandler,joy,962,0,8,24,"0:21:27,733","0:21:28,735",s
9671,I know.,Monica,neutral,962,1,8,24,"0:21:28,735","0:21:30,571",ag
9672,"Hey, do you realize we may have just changed our lives forever?",Monica,joy,962,2,8,24,"00:21:32,529","00:21:38,368",q
9673,We may have just started a family.,Monica,joy,962,3,8,24,"00:21:38,535","00:21:40,120",ans
9674,"Nine months from now we can be here, having our own baby.",Monica,joy,962,4,8,24,"00:21:40,579","00:21:44,916",o
9675,"And if not, we got to do it on a bucket.",Chandler,neutral,962,5,8,24,"00:21:45,625","00:21:48,336",s
9676,Ross! You gotta stop! Okay?! You cant just stare through the peep hole for three hours! Youre gonna get peep eye!,Chandler,anger,963,0,3,19,"00:12:38,007","00:12:47,682",s
9677,I knew it!,Ross,surprise,963,1,3,19,"0:12:48,726","0:12:49,310",s
9678,I knew it!,Ross,anger,963,2,3,19,"0:12:49,310","0:12:49,936",s
9679,I always knew she liked him!,Ross,anger,963,3,3,19,"0:12:49,936","0:12:51,800",o
9680,"Y'know, shed say no, but here we are!",Ross,anger,963,4,3,19,"0:12:52,062","0:12:53,834",s
9681,Right?,Ross,neutral,963,5,3,19,"0:12:53,834","0:12:54,068",s
9682,"We just broke up, first thing she does!",Ross,anger,963,6,3,19,"00:12:54,190","00:12:56,649",s
9683,You didnt just break up.,Chandler,neutral,963,7,3,19,"00:12:56,859","00:12:58,401",s
9684,"Hey, its been like three weeks!",Ross,anger,963,8,3,19,"00:12:58,569","00:13:00,528",s
9685,You slept with somebody three hours after you thought you broke up. I mean bullets have left guns slower!,Chandler,disgust,963,9,3,19,"00:13:00,738","00:13:07,243",o
9698,"Hey, so uh, y'know how there's something I wanted to talk to you about?",Ross,neutral,964,0,5,5,"00:06:28,012","00:06:35,227",q
9699,Oh yeah!,Rachel,joy,964,1,5,5,"00:06:33,476","00:06:35,227",ans
9700,"Well, y'know how I'm trying to work things out with Emily.",Ross,joy,964,2,5,5,"0:06:35,395","0:06:40,109",s
9701,"Well, there's this one thing Okay, here goes.",Ross,neutral,964,3,5,5,"0:06:40,109","0:06:41,851",s
9702,I made a promise that--Oh hey!,Ross,surprise,964,4,5,5,"00:06:53,496","00:06:55,747",oth
9703,What?,Rachel,neutral,964,5,5,5,"0:06:55,915","0:06:57,876",q
9704,You're nose is bleeding!,Ross,surprise,964,6,5,5,"0:06:57,876","0:06:58,016",ans
9705,Oh God.,Rachel,sadness,964,7,5,5,"00:06:58,126","00:07:00,252",oth
9706,No!,Rachel,sadness,964,8,5,5,"0:07:00,420","0:07:01,422",s
9707,Oh not again!,Rachel,anger,964,9,5,5,"0:07:01,422","0:07:01,680",s
9708,This-this happened when my grandfather died.,Rachel,sadness,964,10,5,5,"00:07:01,796","00:07:03,755",s
9709,It's ugh!,Rachel,disgust,964,11,5,5,"0:07:03,923","0:07:04,925",oth
9710,Sorry.,Rachel,sadness,964,12,5,5,"0:07:04,925","0:07:05,972",ap
9711,"Oh, okay, so I'm sorry, what-what were you-what did you want to tell me?",Rachel,neutral,964,13,5,5,"00:07:07,969","00:07:11,721",q
9712,Umm,Ross,neutral,964,14,5,5,"00:07:15,059","00:07:16,518",b
9713,Sorry. Sorry.,Rachel,sadness,964,15,5,5,"00:07:19,439","00:07:21,022",ap
9714,"Okay, I uh, I can't see you anymore.",Ross,sadness,964,16,5,5,"00:07:25,820","00:07:28,029",s
9715,"Yeah, I know. It's ridiculous! I can't see you either.",Rachel,neutral,964,17,5,5,"00:07:28,197","00:07:31,783",ag
9716,Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet!,Monica,fear,965,0,4,2,"00:12:50,352","00:12:52,625",oth
9717,"Hello, Chip.",Rachel,neutral,965,1,4,2,"0:12:59,111","0:13:00,071",g
9718,"Hey, Rach! How ya doin?",Chip,joy,965,2,4,2,"0:13:00,071","0:13:00,943",q
9719,Im great! Im great. Ive got a great job at,Rachel,joy,965,3,4,2,"00:13:01,030","00:13:10,663",ans
9720,"So ah, Monica ready yet?",Chip,neutral,965,4,4,2,"00:13:13,042","00:13:14,584",q
9721,"Shell be out in a second. So, Chip, hows umm, Amy Welch?",Rachel,neutral,965,5,4,2,"00:13:18,047","00:13:23,301",ans
9722,"Amy Welch? Wow! I havent seen her since... So, Monica about ready?",Chip,surprise,965,6,4,2,"00:13:23,469","00:13:30,517",q
9723,"Thats right, I love you! And-and Im gonna play with you all the time.",Ross,joy,966,0,8,10,"00:01:47,565","00:01:55,030",s
9724,How can you let him talk to your crotch like that?,Phoebe,surprise,966,1,8,10,"00:01:55,198","00:01:59,201",q
9725,Hes talking to the baby.,Rachel,neutral,966,2,8,10,"0:02:01,371","0:02:03,082",ans
9726,Ohh!,Phoebe,surprise,966,3,8,10,"0:02:03,082","0:02:03,384",oth
9727,Okay!,Phoebe,surprise,966,4,8,10,"0:02:03,384","0:02:05,472",ag
9728,"Okay, cause when-when he said, ""I cant wait to hear your first words,"" I thought, ""Theres a trick.""",Phoebe,surprise,966,5,8,10,"00:02:07,127","00:02:12,548",o
9729,"Okay. Well, I gotta go you guys. Ill see you later.",Rachel,neutral,966,6,8,10,"0:02:14,968","0:02:17,554",s
9730,Okay.,Phoebe,neutral,966,7,8,10,"0:02:17,554","0:02:18,034",ag
9731,"Oh my, oh my God!",Joey,surprise,967,0,8,14,"00:03:19,520","00:03:21,360",oth
9732,"Aw, its unbelievable!",Rachel,surprise,967,1,8,14,"00:03:21,600","00:03:23,320",s
9733,Wow!,Rachel,surprise,967,2,8,14,"0:03:23,560","0:03:25,200",oth
9734,She is kicking so much!,Rachel,surprise,967,3,8,14,"0:03:25,200","0:03:27,026",s
9735,"Oh, shes like ummohwhos that kind of annoying girl soccer player?",Rachel,joy,967,4,8,14,"00:03:23,560","00:03:30,040",q
9736,Mia Hamm?,Joey,neutral,967,5,8,14,"0:03:30,280","0:03:31,120",ans
9737,Mia Hamm!,Rachel,joy,967,6,8,14,"0:03:31,120","0:03:33,191",ag
9738,Oh thats amazing.,Joey,joy,967,7,8,14,"0:03:34,280","0:03:35,252",s
9739,Oh-oh!! One hand on the sheet Joe!,Rachel,surprise,967,8,8,14,"0:03:35,252","0:03:37,566",s
9740,Whoa-hey-oh! Sorry!,Joey,surprise,967,9,8,14,"00:03:37,760","00:03:39,720",ap
9741,"Okay, what do you guys think?",Chandler,neutral,968,0,7,21,"00:21:22,906","00:21:24,782",q
9742,Dude!,Ross,surprise,968,1,7,21,"0:21:27,202","0:21:27,995",s
9743,I have never known love like this.,Joey,sadness,968,2,7,21,"0:21:27,995","0:21:31,865",o
9744,You really like it?,Chandler,surprise,968,3,7,21,"00:21:32,541","00:21:35,084",q
9745,Dude! How-how did you write this?,Ross,surprise,968,4,7,21,"00:21:36,503","00:21:38,296",q
9746,I stole Monicas and changed the name.,Chandler,neutral,968,5,7,21,"00:21:38,463","00:21:41,090",ans
9747,You cant,Ross,neutral,968,6,7,21,"0:21:43,552","0:21:44,194",dag
9748,If he goes first he can!,Joey,joy,968,7,7,21,"0:21:44,194","0:21:46,156",s
9750,Yeah!,Ross,anger,969,0,6,23,"00:08:59,914","00:09:03,375",oth
9751,"Anyway, I-I still think we should try to patch things up, yknow?",Ross,neutral,969,1,6,23,"00:09:04,418","00:09:08,255",s
9752,"Like uh, maybe we could get him to get tickets to another Knicks game and invite him.",Ross,neutral,969,2,6,23,"00:09:08,422","00:09:11,716",o
9753,Oh wow thats a great idea! And,Joey,joy,969,3,6,23,"00:09:11,884","00:09:16,179",o
9754,Here you go.,Gunther,neutral,969,4,6,23,"00:09:16,347","00:09:17,556",s
9756,"Hey-hey-hey-ho-ho, I got this one.",Joey,joy,969,5,6,23,"0:09:17,723","0:09:19,105",s
9757,Here you go.,Joey,neutral,969,6,6,23,"0:09:19,105","0:09:20,903",s
9758,"Yknow I gotta tell ya, sometimes I justI dont get Chandler.",Joey,neutral,970,0,6,20,"00:09:21,978","00:09:24,604",s
9759,"Yknow, me and him do stuff all the time without you and you dont get all upset.",Joey,neutral,971,0,6,23,"00:09:24,772","00:09:29,401",s
9760,All the time?,Ross,sadness,971,1,6,23,"0:09:31,946","0:09:32,868",q
9761,All the time!,Joey,anger,971,2,6,23,"0:09:32,868","0:09:34,422",ans
9762,"Cassie, how you-how you doin on thathot dog.",Ross,neutral,972,0,7,19,"00:13:32,645","00:13:37,982",q
9763,Im all done.,Cassie,neutral,972,1,7,19,"0:13:40,319","0:13:41,487",ans
9764,Thank God.,Ross,joy,972,2,7,19,"0:13:41,487","0:13:43,590",oth
9765,I guess the last time we really hung out was when our parents rented that beach house together.,Cassie,neutral,972,3,7,19,"00:13:45,741","00:13:49,619",s
9766,Oh right.,Ross,neutral,972,4,7,19,"0:13:49,787","0:13:50,788",a
9767,Right.,Ross,neutral,972,5,7,19,"0:13:50,788","0:13:52,068",ag
9768,"Ooh, remember the time I uh, I pinned you down and tickled you til you cried?",Ross,joy,972,6,7,19,"00:13:49,787","00:13:55,667",s
9769,Were probably too old to do that now.,Ross,sadness,972,7,7,19,"00:13:57,461","00:14:00,421",s
9770,"Ill always remember that summer, because its when I got all of these freckles.",Cassie,joy,972,8,7,19,"00:14:02,800","00:14:07,637",o
9771,Uh-huh! Uh-huh! And-and-and Ill always remember that summer because thats when I realized that we are related.,Ross,joy,972,9,7,19,"00:14:07,805","00:14:17,480",o
9772,"It took you that long to figure it out, huh?",Cassie,surprise,972,10,7,19,"00:14:17,731","00:14:19,649",q
9773,"Well Im, Im a little slow. Just as our children would be.",Ross,neutral,972,11,7,19,"00:14:19,859","00:14:26,614",ans
9774,Relax every muscle in your body.,Phoebe,neutral,973,0,3,1,"00:12:29,707","00:12:33,209",c
9775,Listen to the plinky-plunky music.,Phoebe,neutral,973,1,3,1,"00:12:35,045","00:12:39,174",c
9776,"Okay, now close you eyes, and think of a happy place.",Phoebe,neutral,973,2,3,1,"00:12:40,009","00:12:46,014",c
9777,"Okay, tell me your happy place.",Phoebe,neutral,973,3,3,1,"00:12:46,390","00:12:48,057",q
9778,"Richard's living room, drinking wine.",Monica,joy,973,4,3,1,"00:12:48,225","00:12:50,685",ans
9779,"All right. No, no, no, not a Richard thing, just put down the glass. And get out!",Phoebe,anger,973,5,3,1,"00:12:50,853","00:12:56,065",dag
9780,"I'm sorry, but that's my happy place.",Monica,sadness,973,6,3,1,"00:12:56,692","00:12:59,194",ap
9781,"Well, okay, fine, use my happy place.",Phoebe,neutral,973,7,3,1,"0:12:59,361","0:13:01,322",o
9782,"Okay, I'm just gonna, I have to ask that you don't move anything.",Phoebe,neutral,973,8,3,1,"0:13:01,322","0:13:04,256",c
9783,"All right, I'll try not to.",Monica,neutral,973,9,3,1,"00:13:05,534","00:13:06,618",ag
9784,"Okay, all right, so, your in a meadow, millions of stars in the sky....",Phoebe,neutral,973,10,3,1,"00:13:06,786","00:13:13,917",s
9785,Do you think breaking up with him was a huge mistake?,Monica,sadness,973,11,3,1,"00:13:14,084","00:13:26,387",q
9786,"All right, there are no questions in the happy place. Okay, just, the warm breeze, and the moonlight flowing through the trees....",Phoebe,joy,973,12,3,1,"00:13:16,295","00:13:28,890",ans
9787,"I'll bet he's totally over me, I'll bet he's fine.",Monica,sadness,973,13,3,1,"00:13:26,555","00:13:28,890",dag
9788,"All right, betting and wagering of any kind, are, I'm sure, not permitted in the happy place.",Phoebe,neutral,973,14,3,1,"00:13:29,058","00:13:32,769",s
9789,Okay.,Phoebe,neutral,973,15,3,1,"00:13:33,145","00:13:34,229",ag
9790,"Just-just, you know, the-the lovely waterfalls, and the, the trickling fountains.",Phoebe,joy,973,16,3,1,"00:13:38,067","00:13:40,610",q
9791,And the-the calming sounds of the babbling brook....,Phoebe,neutral,973,17,3,1,"00:13:40,778","00:13:45,740",q
9792,"Okay, this isn't working. I'm still awake and now I have to pee.",Monica,disgust,973,18,3,1,"00:13:45,908","00:13:49,452",ans
9793,"OK sweetie, I'll see you later.",Ross,neutral,974,0,2,2,"00:06:54,372","00:06:56,248",s
9794,See you later Rach.,Julie,neutral,974,1,2,2,"00:06:57,583","00:07:00,629",s
9795,Bye-bye Julie.,Rachel,neutral,975,0,2,4,"00:06:57,583","00:07:00,629",g
9796,Hey.,Rachel,neutral,975,1,2,4,"0:07:07,969","0:07:08,601",g
9797,Hey.,Ross,neutral,975,2,2,4,"0:07:08,601","0:07:09,570",g
9798,"Hey, c'mon, cut it out.",Rachel,joy,975,3,2,4,"00:07:10,930","00:07:13,140",c
9799,Hey?,Ross,neutral,975,4,2,4,"0:07:14,392","0:07:14,893",q
9800,What?,Rachel,neutral,975,5,2,4,"0:07:14,893","0:07:16,130",q
9801,Can I ask you somethin'?,Ross,neutral,975,6,2,4,"00:07:17,186","00:07:19,688",q
9802,"Hey Rach, wanna hear the new song I'm thinkin' of singing this afternoon? I wrote it this morning in the shower.",Phoebe,joy,976,0,2,6,"00:04:29,629","00:04:36,066",s
9803,Ok.,Rachel,neutral,976,1,2,6,"00:04:33,189","00:04:36,066",ag
9804,"Uh, Rachel, sweetheart, could I see ya for a minute?",Terry,neutral,976,2,2,6,"00:05:01,259","00:05:05,387",q
9805,What's up?,Rachel,neutral,976,3,2,6,"00:05:09,017","00:05:10,684",q
9806,F.Y.I..,Terry,neutral,976,4,2,6,"00:05:10,852","00:05:12,728",s
9807,I've decided to pay a professional musician to play in here on Sunday afternoons.,Terry,neutral,976,5,2,6,"00:05:12,895","00:05:16,982",s
9808,Her name is Stephanie... something.,Terry,neutral,976,6,2,6,"0:05:17,150","0:05:19,662",s
9809,She's supposed to be very good.,Terry,neutral,976,7,2,6,"0:05:19,662","0:05:21,460",o
9810,But what about Phoebe?,Rachel,surprise,976,8,2,6,"00:05:21,571","00:05:23,280",q
9811,"Rachel, it's not that your friend is bad, it's that she's so bad, she makes me want to put my finger through my eye into my brain and swirl it around.",Terry,disgust,976,9,2,6,"00:05:23,448","00:05:36,626",ans
9812,"Ok, ok, so you're not a fan, but I mean, come on, you cannot do this to her.",Rachel,sadness,976,10,2,6,"00:05:40,548","00:05:48,388",dag
9813,Uh...,Terry,neutral,976,11,2,6,"00:05:46,971","00:05:48,388",oth
9814,"Oh, no no no no. Oh no no no no. I have to do this to her?",Rachel,fear,976,12,2,6,"00:05:48,598","00:05:52,434",q
9815,"Ahh, no.",Ross,sadness,977,0,3,12,"0:20:54,878","0:20:55,640",ans
9816,Oh.,Rachel,neutral,977,1,3,12,"0:20:55,640","0:20:57,439",oth
9817,Are you jealous?,Ross,surprise,977,2,3,12,"00:21:02,135","00:21:03,177",q
9818,"Noo, I y'know I don't see why she has to play with you, that's all.",Rachel,anger,977,3,3,12,"00:21:04,471","00:21:08,224",ans
9819,I mean doesn't she have any y'know other stripper moms friends of her own?,Rachel,anger,977,4,3,12,"00:21:10,269","00:21:13,813",s
9820,You are totally jealous.,Ross,joy,977,5,3,12,"0:21:17,025","0:21:18,777",o
9821,I'm not jealous.,Rachel,anger,977,6,3,12,"0:21:18,777","0:21:21,089",dag
9822,"All right this is about, umm, people feeling certain things y'know about strippers.",Rachel,neutral,977,7,3,12,"00:21:21,196","00:21:30,288",o
9823,"And y'know, and um, I...",Rachel,neutral,977,8,3,12,"0:21:31,790","0:21:34,522",s
9824,"Honey, I love you too.",Ross,neutral,977,9,3,12,"0:21:34,522","0:21:35,844",s
9825,"Ugh. Wait, wait, wait.",Rachel,sadness,977,10,3,12,"00:21:35,961","00:21:38,421",oth
9826,What?,Ross,surprise,977,11,3,12,"00:21:38,588","00:21:40,047",q
9827,Huh.,Ross,surprise,977,12,3,12,"00:21:47,097","00:21:48,347",oth
9828,"Well, there's a kiss that he won't forget for a couple of hours, y'know.",Rachel,joy,977,13,3,12,"00:21:53,228","00:21:56,272",o
9829,"Yeah. Either that, or you just turned him on and sent him off to a stripper.",Chandler,neutral,977,14,3,12,"00:21:57,899","00:22:01,444",ag
9830,I cant believe you came back.,Chandler,surprise,978,0,3,6,"00:21:51,184","00:21:53,311",a
9831,Dont say anything.,Rachel,joy,978,1,3,6,"00:21:54,217","00:21:56,188",c
9832,"I dont wanna speak, I dont wanna think.",Rachel,neutral,978,2,3,6,"00:21:56,773","00:21:59,900",s
9833,"I just want you to take me and kiss me and make love to me right here, right now.",Rachel,joy,978,3,3,6,"00:22:00,068","00:22:04,905",s
9834,Rachel! Rachel!,Friend No. 2,joy,978,4,3,6,"00:22:14,916","00:22:16,000",oth
9835,What?,Rachel,neutral,978,5,3,6,"0:22:18,128","0:22:18,587",q
9836,You missed the exit!,Friend No. 2,surprise,978,6,3,6,"0:22:18,587","0:22:20,931",ans
9837,"Oh, sorry.",Rachel,neutral,978,7,3,6,"00:22:21,757","00:22:23,591",ap
9838,"My God, what were you thinking about?",Friend No. 1,surprise,978,8,3,6,"00:22:23,884","00:22:26,761",q
