TURN,UTTERANCE,DA,EMOTION
Ses01M_impro04_F017,"Like this, right now we're trying have a conversation.",s,neu
Ses01M_impro04_F018,We're trying to have a conversation and you seem extremely hostile. You keep cutting me off.,o,neu
Ses01M_impro04_M019,"Well, it's 'cause I can't get a job, okay?",o,xxx
Ses01M_impro04_M020,I'm not always right I'm just--,dag,fru
Ses01M_impro04_F019,I can't finish the sentence with you without you jumping in...,s,neu
Ses01M_impro04_F020,...and you're always right.,o,neu
Ses01M_impro04_M021,fine okay.,ag,xxx
Ses01M_impro04_F021,You have an excuse for everything.,o,neu
Ses01M_impro04_M022,[BREATHING],oth,fru
Ses01M_impro04_F022,I'm just saying that maybe you should take in some information before you produce more of your own.,o,neu
Ses01M_impro04_M023,I'm like a sponge I'm like soaked up with all this information for like three years I'm just dying for a job to like put it in to.,o,ang
Ses01M_impro04_F023,[BREATHING],oth,neu
Ses01M_impro04_F024,That's -.,b,fru
Ses01M_impro04_M024,"You know, and like I don't think it's that much to ask. I know.",o,fru
Ses01M_impro04_F025,"Well, what kind of field are you looking to go into?",q,neu
Ses01M_impro04_M025,That's it.,s,neu
Ses01M_impro05_F000,Can I help you?,q,neu
Ses01M_impro05_M000,"Yes, please help me.  Where is my bag?",q,fru
Ses01M_impro05_F001,I need a little more information.,s,neu
Ses01M_impro05_M001,"Where is my bag?  Come on, I've been here for four hours.",s,fru
Ses01M_impro05_F002,What- What flight did you come in on?,q,neu
Ses01M_impro05_M002,"Okay, I'm coming in from Atlanta.",ans,fru
Ses01M_impro05_F003,Georgia?,q,neu
Ses01M_impro05_M003,"Yes, Georgia.  Good for you I need my bag.  Can you...",ans,xxx
Ses01M_impro05_F004,"There's no need for you to raise your voice, sir.",o,neu
Ses01M_impro05_F005,I've been college educated.,s,neu
Ses01M_impro05_F006,I speak your language.,s,neu
Ses01M_impro05_M004,Are you insinuating that I don't have a college education and that- for some reason that makes you a better person than I am?,q,ang
Ses01M_impro05_M005,"Listen, shut your smug mouth, okay?  I don't need that.",c,ang
Ses01M_impro05_F007,I'm just saying you don't need to talk to me like I-,s,neu
Ses01M_impro05_M006,I've been sitting here for four hours.,s,ang
Ses01M_impro05_F008,I'm not a child.,s,fru
Ses01M_impro05_F009,I've been here for sixteen.,s,xxx
Ses01M_impro05_M007,You people have just been tossing me around like a used hanky.,o,ang
Ses01M_impro05_F010,I come here every single day.,s,xxx
Ses01M_impro05_M008,You work here.,s,ang
Ses01M_impro05_F011,"Details, Details.  Well, anyhow can I--",q,neu
Ses01M_impro05_F012,so you flew in from Atlanta...,s,neu
Ses01M_impro05_M009,My bag from Atlanta.,s,fru
Ses01M_impro05_F013,Four...Four hours ago.,s,neu
Ses01M_impro05_M010,It's a little black bag with wheels.,s,fru
Ses01M_impro05_F014,Do you have any i-?,q,neu
Ses01M_impro05_M011,That you wouldn't let me put in the overhead compartment.  You said I had to check it.,s,xxx
Ses01M_impro05_F015,I wouldn't let you?   I was not in Atlanta. I was not in Atlanta.,s,neu
Ses01M_impro05_M012,It's a tiny little bag.,s,xxx
Ses01M_impro05_F016,I had nothing to do with the boarding attendance.  I'm sorry that your seat was wherever it was.,ap,neu
Ses01M_impro05_M013,"It was right in the middle of five different people.  I had a huge fat lady next me, a crying kid on left I went like can I please get a Bloody Mary, please? Will you bring a Bloody Mary?",s,xxx
Ses01M_impro05_F017,"I have some unfortunate news, uh, that your bag isn't going to be--",s,neu
Ses01M_impro05_F018,--arriving any time soon.,s,neu
Ses01M_impro05_M014,"Just had a really, really stressful day, okay?  And I need my bag; can you please help me get my bag?",q,xxx
Ses01M_impro05_F019,I'm really sorry to tell you this but...,ap,neu
Ses01M_impro05_M015,Okay.,ag,neu
Ses01M_impro05_F020,It's not.  I can offer you fifty dollars and a reimbursement gift cards for our airline...,s,neu
Ses01M_impro05_F021,...and your future...,s,neu
Ses01M_impro05_M016,"I'm sorry, wait a minute.  Are you saying I'm not going to get my bag at all?",q,xxx
Ses01M_impro05_F022,No.,ans,neu
Ses01M_impro05_M017,It's gone.,q,xxx
Ses01M_impro05_F023,Yes.,ans,neu
Ses01M_impro05_M018,Where is it?  Where did it go?,q,fru
Ses01M_impro05_F024,We've actually...,ans,neu
Ses01M_impro05_M019,You mean did someone steal it? Do people steal bags?,q,xxx
Ses01M_impro05_F025,They do as matter of fact.  We don't like to publicize it because,ans,neu
Ses01M_impro05_F026,people wouldn't Fly our airline.,s,neu
Ses01M_impro05_M020,Probably people that work for your company huh?,o,ang
Ses01M_impro05_M021,Do you know what was in that little bag that I could have just easily put in overhead compartment but no I had to check?,o,ang
Ses01M_impro05_F027,What was that?,q,neu
Ses01M_impro05_M022,My computer which has all of my data which I'm collecting right now.,ans,ang
Ses01M_impro05_F028,That's unfortunate.,o,neu
Ses01M_impro05_M023,Yeah it's really unfortunate you know why because I'm going to get fired if I don't get that.  So I need to have that back.,o,ang
Ses01M_impro05_F029,That's too bad.,o,neu
Ses01M_impro05_M024,"Fifty dollars is not going to cover me for my job, okay?",s,ang
Ses01M_impro05_F030,I wish I could give it to you.,o,neu
Ses01M_impro05_M025,Well you need to find it. Can I just go back there and look through the bags?  Can I just go back there and just go through maybe I'll find it.,o,ang
Ses01M_impro05_F031,I wish I-,o,neu
Ses01M_impro05_F032,That's not - no.,s,neu
Ses01M_impro05_F033,No.,s,neu
Ses01M_impro05_M026,It'll be a lot more than what you're doing sitting here and just give me lip service.  I'd like to go back at least do some aggressive searching for my stuff.,o,ang
Ses01M_impro05_F034,We have plenty of aggressive searching going on it's not there.  Someone's taken it.,s,neu
Ses01M_impro05_M027,"Sure, yeah right you have plenty of aggressive searching going on, aggressive searching, drinking coffee and smoking cigarettes.",o,ang
Ses01M_impro05_M028,I know what you guys do when you're not working you're union people; you just sit around on your ass.,o,ang
Ses01M_impro05_F035,You know I don't need to take this sort of abuse.,o,fru
Ses01M_impro05_M029,"Well, I don't need to take this kind of abuse either.  I just was trying get back to Atlanta. I just got home, I just want to get my bag and get my stuff. And keep my job.",s,xxx
Ses01M_impro05_F036,That's fantastic.,a,xxx
Ses01M_impro05_F037,Then why don't you take your fifty dollars. Get yourself a taxi and go shopping tomorrow.,o,xxx
Ses01M_impro05_M030,[BREATHING],oth,fru
Ses01M_impro05_M031,Thank you very much.,g,ang
Ses01M_impro06_F000,You okay?,q,neu
Ses01M_impro06_M000,"Yeah, I'm just-- yeah",ans,sad
Ses01M_impro06_M001,"Just kind of feel numb, you know.",o,sad
Ses01M_impro06_F001,What's happened?,q,neu
Ses01M_impro06_M002,You didn't even hear?,q,sad
Ses01M_impro06_M003,[BREATHING] Umm.,b,sad
Ses01M_impro06_M004,God I've told this story so many times. Umm.,s,sad
Ses01M_impro06_F002,You don't have to if you don't want to.,s,neu
Ses01M_impro06_M005,I just...I just basically lost someone that was really close to me.,s,sad
Ses01M_impro06_M006,"And I've kind of been dealing with all of the...the stuff, you know the hospital and people work because...",s,sad
Ses01M_impro06_F003,I'm sorry to hear that.,ap,sad
Ses01M_impro06_M007,"He kind of didn't have anyone to take care of that for him, so--",s,sad
Ses01M_impro06_F004,You've been taking care of it all?,q,sad
Ses01M_impro06_F005,Oh Jesus.,b,sad
Ses01M_impro06_M008,It's just really...really messed up.,o,sad
Ses01M_impro06_F006,He sick for awhile?,q,sad
Ses01M_impro06_M009,No.,ans,sad
Ses01M_impro06_M010,Just like it.,s,sad
Ses01M_impro06_F007,Was it an accident?,q,neu
Ses01M_impro06_M011,"No, I mean it just came on really quick, you know I mean it was a [GARBAGE] it was a sickness but it just --",ans,sad
Ses01M_impro06_F008,how was sick?,q,neu
Ses01M_impro06_M012,What?,q,sad
Ses01M_impro06_F009,"Well, I'm confused.  He was sick or it was an accident?",q,neu
Ses01M_impro06_M013,"He was sick. He got sick. He got sick but it happened really, really fast, you know.",ans,sad
Ses01M_impro06_F010,Oh. Really fast? Oh.,ag,neu
Ses01M_impro06_M014,It was kind of like boom... done,s,sad
Ses01M_impro06_F011,Yeah.,b,neu
Ses01M_impro06_M015,It's just really weird because he was really young you know and it kind of like...,o,sad
Ses01M_impro06_F012,Yeah.,b,neu
Ses01M_impro06_M016,--it just kind of freaks you out.,o,sad
Ses01M_impro06_F013,"Totally, yeah.",ag,neu
Ses01M_impro06_M017,So weird you know that like one days it's like you know sounds so stupid but like one day someone's here. And like next day you know they're not here and it just kind of makes you like think about like life and mortality and like that kind of stuff.  You just like used to take for granted--you know.,o,sad
Ses01M_impro06_F014,Mmhmm.,b,neu
Ses01M_impro06_F015,Lock,b,neu
Ses01M_impro06_F016,Mmhmm.,b,neu
Ses01M_impro06_F017,The plans you make [GARBAGE].,s,neu
Ses01M_impro06_M018,"Exactly, you know, and like he had so many plans and he was going to do...",ag,sad
Ses01M_impro06_F018,It leaves a hole for you too.,o,neu
Ses01M_impro06_M019,"so many things, you know?",s,sad
Ses01M_impro06_F019,"It leaves a hole for you too, in your plans together.",o,neu
Ses01M_impro06_M020,What?,q,sad
Ses01M_impro06_M021,Yeah.,ag,sad
Ses01M_impro06_F020,It gets better.,o,neu
Ses01M_impro06_M022,"He was a really, really good guy.",o,sad
Ses01M_impro06_F021,Mmhmm.,b,neu
Ses01M_impro06_M023,A lot of people loved him.,s,sad
Ses01M_impro06_F022,MMhmm.,b,neu
Ses01M_impro06_M024,"You know, it's like affecting a lot of people it's not just me, you know?",o,sad
Ses01M_impro06_F023,Mmhmm.,b,neu
Ses01M_impro06_F024,How long did you know each other?,q,neu
Ses01M_impro06_M025,Umm...,b,sad
Ses01M_impro06_M026,For like eight years.,ans,sad
Ses01M_impro06_F025,That's a long time.,o,neu
Ses01M_impro06_M027,Yeah.,ag,sad
Ses01M_impro06_F026,It's good that you were there.,o,neu
Ses01M_impro06_M028,"Yeah, I'm glad I was there. Glad I- glad I got to be there.",ag,sad
Ses01M_impro06_M029,"So weird,",o,sad
Ses01M_impro06_F027,Yeah.,b,neu
Ses01M_impro06_M030,"like I can't...it's like you know it's like ""pinch me"" it's like I can't believe like I'm dealing with this, you know.",o,sad
Ses01M_impro06_F028,Are there things you wish you'd done differently?,q,neu
Ses01M_impro07_M000,Check this out.  You know how I've told you I've been really into like softball recently?,q,exc
Ses01M_impro07_F000,Yeah.,ans,neu
Ses01M_impro07_M001,"Well, this is totally random, I got this full ride scholarship to go to U.S.C next year to play softball.",s,exc
Ses01M_impro07_F001,[LAUGHTER]. For softball? That's unbelievable. Is it slow pitch?,q,exc
Ses01M_impro07_M002,For softball.  They're going to pay me to go to school. Isn't that awesome?,q,exc
Ses01M_impro07_M003,"Yeah.  Well, I don't--well yeah I can pitch, I'm not like the pitcher though. I'm like the pinch hitter guy I mostly just hit.  But I guess I'm going to have to... Yeah, and then I play shortstop too but... It's so ex- The good news is I get to stay here.",s,exc
Ses01M_impro07_F002,Uh huh.,b,xxx
Ses01M_impro07_F003,Pinch hitting softball.,s,exc
Ses01M_impro07_F004,That is incredible.,a,exc
Ses01M_impro07_F005,That's amazing. They pay for everything?,q,exc
Ses01M_impro07_M004,"I know. For softball, yeah.",ag,exc
Ses01M_impro07_F006,"Your housing, books, everything? That is incredible.",q,exc
Ses01M_impro07_M005,"Yeah, everything. Every like- free ride and I get to, you know, like be on like a Trojans sports team too. And it's like cool. Isn't it awesome?",ans,exc
Ses01M_impro07_F007,That is incredible. Do you get like a per diem?,q,exc
Ses01M_impro07_M006,"I don't know. I should ask. Yeah, I will.",ans,hap
Ses01M_impro07_F008,You should...You should look into that.,o,exc
Ses01M_impro07_F009,"That is amazing, congratulations. Good for you.",a,exc
Ses01M_impro07_M007,Thank you.,g,exc
Ses01M_impro07_M008,But I don't know I want to live in the housing that they give me though 'cause I think I want to you know like get like a nicer place.,o,exc
Ses01M_impro07_F010,Oh.,b,neu
Ses01M_impro07_F011,"Yeah, that you probably. You should see one of these Victorian houses around by.",o,exc
Ses01M_impro07_M009,Where should I move?,q,exc
Ses01M_impro07_M010,"That's a really good idea. Or I could go to like Santa Monica. Go beach. Venice beach, yeah a little dirty though. I don't want to go to Venice beach. But - Malibu. All right.",o,exc
Ses01M_impro07_F012,Oh. Venice beach.,s,neu
Ses01M_impro07_F013,"Oh, you don't like that. You're west-sider?",q,exc
Ses01M_impro07_F014,"Okay. That would be way too much of a commute you can't do that. Especially- I know especially from--I don't know, what I was going to say, I don't know.",s,exc
Ses01M_impro07_M011,Professional softball player Malibu. [LAUGHTER],s,hap
Ses01M_impro07_M012,From where? Huh? Well I'm from San Francisco.,s,xxx
Ses01M_impro07_F015,I don't know. Commuting from what Malibu that would be ridiculous.,o,exc
Ses01M_impro07_M013,"Oh yeah, that would be.  Well, depends on what type of car you had, though too. I guess it would be worth it. helicopter. Yeah, helicopter.  There is a helipad there, right? Yeah, exactly.",s,hap
Ses01M_impro07_F016,Oh yeah. He'd drop you right off at practice?,q,exc
Ses01M_impro07_F017,Do you--are you one of those like four a clock in the morning practices?  Is it--that's more like swimming and- --ballet and things like that.,q,xxx
Ses01M_impro07_M014,Yeah. I think it's in the afternoon 'cause I mean can't be too early 'cause then you can't see the ball.,ans,xxx
Ses01M_impro07_F018,They have those neon--softballs.  They're like day-glow you can see them anywhere.,s,exc
Ses01M_impro07_M015,"Yeah, but no. Well, they have a night games but you know there's more like night games they're not like morning games, you know. I guess it's kind of same thing.",s,xxx
Ses01M_impro07_F019,I'm surprised you don't know that.,o,xxx
Ses01M_impro07_F020,Oh. That is incredible. Is it--,a,neu
Ses01M_impro07_F021,"do they have a--is it a co-ed softball team?  I mean... Really? You know, I didn't even know that they have that.",q,exc
Ses01M_impro07_M016,No it's all boys. All boys' softball team.,ans,xxx
Ses01M_impro07_M017,They do it's--believe me it's huge.,c,hap
Ses01M_impro07_F022,Who do you play? Like do--are you like... nationally ranked?,q,exc
Ses01M_impro07_M018,I just got into it. I just kind of fell into it. Literally I was walking around and...,ans,exc
Ses01M_impro07_F023,That is unbelievable.,a,exc
Ses01M_impro07_M019,It's pretty wild.,o,hap
Ses01M_impro07_F024,I would put that right up there with--ping-pong.,o,exc
Ses01M_impro07_M020,"Yeah, well I doubt [GARBAGE] ping pong [GARBAGE]",ag,neu
Ses01M_impro07_F025,I mean not to denigrate what you are doing.  I think that's great.,o,exc
Ses01M_impro07_M021,Oh you mean it's not really sport that what you're saying?,q,sur
Ses01M_impro07_F026,"No, no.  I love softball. I played softball all the time.",ans,exc
Ses01M_impro07_M022,It's totally a sport. What are you talking about?,q,sur
Ses01M_impro07_M023,"What, just 'cause I don't play regular baseball doesn't mean I'm like any less of like a sports guy.",o,xxx
Ses01M_impro07_F027,I am not saying you should be. I'm not no. I think it's great I think you should be incredibly proud yourself especially because you're going to U.S.C for free for doing it. For free.,o,exc
Ses01M_impro07_M024,For free that's really what it's about. I mean who cares I mean if I have to play softball all the time?,o,exc
Ses01M_impro07_M025,But they got to like drive around in a bus--that would suck.,o,xxx
Ses01M_impro07_F028,Oh really? With the whole team?,q,xxx
Ses01M_impro07_M026,Yeah we have like away games and stuff.,ans,neu
Ses01M_impro07_F029,What are your teammates like? I'm sure you don't know yet? What kind of people play softball?,q,xxx
Ses01M_impro07_M027,They're nice.,ans,xxx
Ses01M_impro07_M028,"Like, you know like police officers, like--kind of heavyset guys. Mustaches, yeah. It's that kind of-",ans,xxx
Ses01M_impro07_F030,Oh really?,q,xxx
Ses01M_impro07_F031,Cool. You don't seem like you'd fit in there.,o,xxx
Ses01M_impro07_M029,That kind of...They're okay.  No I'm like- I'm kind of like the odd man out I'm like...,o,xxx
Ses01M_impro07_F032,"Oh, cool.",ag,xxx
Ses01M_impro07_M030,But you know I'm like [GARBAGE].,s,neu
Ses01M_impro07_F033,You're like the rookie? The new kid.,o,hap
Ses01M_impro07_M031,Yeah.,ag,xxx
Ses01M_impro07_F034,Just watch in five years you'll be like on the force. You carry around donuts in your back pocket... [LAUGHTER],s,hap
Ses01M_impro07_M032,I'm going to have a mustache...On the force...,o,hap
Ses01M_impro07_M033,Pull over..,s,hap
Ses01M_script01_1_F000,What he's going to say?,q,fru
Ses01M_script01_1_M000,He saw it.,ans,neu
Ses01M_script01_1_F001,When?,q,sur
Ses01M_script01_1_M001,He was out here at four this morning.,ans,xxx
Ses01M_script01_1_F002,How could he see it?  I was the first one up and he was still in bed.,q,sur
Ses01M_script01_1_M002,I was out here at four this morning I heard a crack and I looked out the window and he was standing right over there.,ans,neu
Ses01M_script01_1_F003,What was he doing here at four in the morning?,q,sur
Ses01M_script01_1_M003,I don't know.  But he went back in the kitchen and he cried.,ans,sad
Ses01M_script01_1_F004,Did you talk to him?,q,sad
Ses01M_script01_1_M004,No.  I figured I'd just let it wait.,ans,sad
Ses01M_script01_1_F005,Cried hard?,q,sad
Ses01M_script01_1_M005,"Yeah, I could hear him crying through the floorboards in my room.",ans,sad
Ses01M_script01_1_F006,[BREATHING],oth,sad
Ses01M_script01_1_F007,What is he doing out here at that hour?,q,fru
Ses01M_script01_1_M006,I don't know.,ans,sad
Ses01M_script01_1_F008,"He's dreaming about him again, walking the streets.",s,ang
Ses01M_script01_1_M007,I guess he is.,ag,sad
Ses01M_script01_1_F009,It's getting to be just like after he died.  What is the meaning of that?,q,xxx
Ses01M_script01_1_M008,I don't know the meaning of it.  But I know we've made terrible mistake with father.,o,fru
Ses01M_script01_1_F010,What?,q,sur
Ses01M_script01_1_M009,"I mean, these kinds of things, man they always come back at you.  And this is definitely coming back to us.",ans,xxx
Ses01M_script01_1_F011,What do you mean a mistake?,q,ang
Ses01M_script01_1_M010,"I just--why shouldn't he walk the nights waiting for him, huh?  Do we contradict him do we say we don't have any hope any more that he's not coming back?",q,fru
Ses01M_script01_1_F012,"What do you want to do, argue with him?",q,fru
Ses01M_script01_1_M011,"I don't want to argue with him, it's just for God's sake it's time he realized that no one believes with him any more.",ans,fru
Ses01M_script01_1_F013,You can't say that to him.,c,xxx
Ses01M_script01_1_M012,I got to.,dag,fru
Ses01M_script01_1_F014,"What, can you prove it?  What proof do you have?  Can you prove it?",q,ang
Ses01M_script01_1_M013,"For God's sake, three years?  Nobody comes back after three years. It's insane.",o,fru
Ses01M_script01_1_F015,"To you it is, to me it is.  But to your father?  You can talk yourself 'til you're blue in the face but there's was no grave and there is no body.  So where are you?",o,ang
Ses01M_script01_1_M014,"Okay, all right.  Mom, sit down.  I want to talk to you.",s,fru
Ses01M_script01_1_F016,The trouble is those god damn news papers.  Every month some boy comes back missing longer then Larry so--,s,ang
Ses01M_script01_1_M015,"Yeah, okay all right, all right.  Listen, um, you know why I asked Annie here, right?",q,fru
Ses01M_script01_1_F017,Why?,q,ang
Ses01M_script01_1_M016,You know.,ans,xxx
Ses01M_script01_1_F018,"Well, I've got an idea but what's the story?",q,xxx
Ses01M_script01_1_M017,I'm going to ask her to marry me.,ans,neu
Ses01M_script01_1_F019,"Well, that's only your business, Chris.",o,fru
Ses01M_script01_1_M018,You know it's not just my business.,dag,fru
Ses01M_script01_1_F020,"Well, what do you want me to do?  You're old enough known your own business.",o,ang
Ses01M_script01_1_M019,So it's okay then?  I'm just going to go ahead with it?,s,fru
Ses01M_script01_1_F021,You want to make sure that your father's not going to...,s,xxx
Ses01M_script01_1_M020,"See.  Then it's not just my business. Sometimes you infuriate me, you know that?  You know it's just your business too if I tell father and he throws a fit about it, huh?",o,ang
Ses01M_script01_1_F022,I'm just saying.,s,fru
Ses01M_script01_1_F023,I'm sorry.  I ignore what I've got to ignore. That girl is Larry's girl.,s,ang
Ses01M_script01_1_M021,She is not Larry's girl.,dag,ang
Ses01M_script01_1_F024,"From father's point of view he is not dead and you have no right to take his girl.  I'm just saying that you can go on from there if you know where to go but I'm saying I don't know where to go.  See, I don't know.",s,ang
Ses01M_script01_1_M022,I don't know why it is you know every time I reach out for something I have to pull back 'cause I'm afraid it's going to hurt somebody.  All my life...,o,fru
Ses01M_script01_1_F025,You're a considerate fellow.  There's nothing wrong in that.,o,neu
Ses01M_script01_1_M023,To hell with that.,o,ang
Ses01M_script01_1_F026,Did you ask Annie yet?,q,neu
Ses01M_script01_1_M024,"No, I wanted to get this all sorted out first.",ans,sad
Ses01M_script01_1_F027,"Well, how do you know she's going to marry you?  Maybe she feels same way your father does.",q,fru
Ses01M_script01_1_M025,"Well, if she does then that's the end of it.  However from her letters I think she's pretty much forgotten him.",ans,xxx
Ses01M_script01_1_F028,"The trouble is you don't see enough women, you never did.",o,fru
Ses01M_script01_1_M026,So what?  I'm just--I'm not fast with women.,o,fru
Ses01M_script01_1_F029,I don't see why it has to be Annie.,q,ang
Ses01M_script01_1_M027,Because it is.,ans,fru
Ses01M_script01_1_F030,"That's a good answer but it doesn't answer anything.  You haven't seen her since you went away to war, it's been five years.",s,ang
Ses01M_script01_1_M028,"I don't know, it I think of her, I grew up next to her.  She is what I think of when I think of a wife.",s,fru
Ses01M_script01_1_F031,"He thinks he's coming back, Chris.  You marry that girl you're pronouncing him dead.",s,sad
Ses01M_script01_1_F032,"Do you know what that'll do to you, to your father, do you know?  I don't.",q,ang
Ses01M_script01_1_M029,All right then.,a,xxx
Ses01M_script01_1_F033,Give it some more thought.,c,xxx
Ses01M_script01_1_M030,I've given it lots of thought.  And I keep coming back to the same thing.,s,fru
Ses01M_script01_1_M031,"When I think of a family, when I think of my future I see Annie in the center of that and you know and if that can't happen here then I'll go somewhere else.",o,fru
Ses01M_script01_1_F034,What the hell is this?,q,sur
Ses01M_script01_1_M032,I'll leave.  I'll get married and move somewhere else maybe New York.,ans,fru
Ses01M_script01_1_F035,Are you crazy?,q,ang
Ses01M_script01_1_M033,I'll do it.,s,xxx
Ses01M_script01_1_F036,You have a business here.  I said what the hell is this?,q,ang
Ses01M_script01_1_M034,Business?  The business doesn't inspire me.,ans,ang
Ses01M_script01_1_F037,"Oh, must you be inspired.",q,ang
Ses01M_script01_1_M035,"Yes, yes I like it for one hour a day.  I don't care if I have to grub for money all day long when I come home I want it nice, I want a family, I want to kids and Annie is in the center of that.",ans,ang
Ses01M_script01_1_M036,If that can't happen here...,s,fru
Ses01M_script01_1_F038,You mean to tell me you would leave the business for this.,q,xxx
Ses01M_script01_1_M037,"Yes, on this I would.",ans,neu
Ses01M_script01_1_F039,"Well, you don't want to think like that.",c,ang
Ses01M_script01_1_M038,Then help me stay here mom.,c,sad
Ses01M_script01_1_F040,"All right but you don't think like that because what the hell is this all for.  This is all for you, what are we working for Chris? The whole shooting match is for you.",s,ang
Ses01M_script01_1_M039,"I know, I know.",ag,xxx
Ses01M_script01_1_M040,Then help me stay.,c,sad
Ses01M_script01_1_F041,"Well, you don't think like that.",c,ang
Ses01M_script01_1_M041,I am thinking like that.,s,ang
Ses01M_script01_1_F042,"I don't understand you, do I?",q,ang
Ses01M_script01_1_M042,"No, you don't.  I'm a pretty tough guy.",ans,sad
Ses01M_script01_1_F043,"Well, I can see that.",ag,ang
Ses01M_script01_2_F000,Why did he invite her here?,q,ang
Ses01M_script01_2_M000,"Well, maybe he wanted see her.",ans,neu
Ses01M_script01_2_F001,It's been three and a half years.  Why all of a sudden?,q,ang
Ses01M_script01_2_M001,"Well uh, He grew up next door to the girl, why wouldn't he want to see her?",q,neu
Ses01M_script01_2_M002,Don't look at me like that.  He didn't tell me anything he told you.,s,fru
Ses01M_script01_2_F002,He's not going to marry her.,c,xxx
Ses01M_script01_2_M003,How do you know he's even thinking about it?,q,fru
Ses01M_script01_2_F003,it's got that about it.,ans,xxx
Ses01M_script01_2_M004,Oh so what?,b,fru
Ses01M_script01_2_F004,"What is going on here, Joe?",ans,ang
Ses01M_script01_2_M005,"Okay, now listen, kids...",c,fru
Ses01M_script01_2_F005,The girl is not Larry's.  If the girl is Larry's girl she's not his she know she's not.,s,ang
Ses01M_script01_2_M006,Listen. Line. You can't read her mind.,s,fru
Ses01M_script01_2_F006,Then why is she still single?  New York is full of men probably a hundred people told her she is crazy but she is waited.,q,xxx
Ses01M_script01_2_M007,And how do you know why she's waited.,q,neu
Ses01M_script01_2_F007,Because she knows what I know that's why.  She's faithful as a rock. in my darkest moments I think of her waiting and I know that I'm right.,ans,xxx
Ses01M_script01_2_M008,"Okay, look it's a beautiful day.  Why are we arguing?",q,fru
Ses01M_script01_2_F008,"Nobody in this house dares take away her faith Joe.  Her- strangers might but not her father, not her brother.",o,fru
Ses01M_script01_2_M009,What do you want me to do?  What do you want?,q,fru
Ses01M_script01_2_F009,"I want you to---act like he is coming back.  Don't think I haven't noticed you, both of you since Chris invited her here.  I won't stand for any nonsense.",o,ang
Ses01M_script01_2_M010,Kate...,oth,fru
Ses01M_script01_2_F010,Because if he's not coming back then I'll kill myself.,o,xxx
Ses01M_script01_2_M011,[BREATHING],oth,fru
Ses01M_script01_2_F011,"Oh, laugh at me, laugh all you like but why does this happen to very night she comes back?  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe look.",o,ang
Ses01M_script01_2_M012,"All right, calm yourself.",c,fru
Ses01M_script01_2_F012,"Believe with me Joe, you got to believe. Only last week a boy came back missing longer then Larry you read it yourself.",s,ang
Ses01M_script01_2_M013,"Okay, calm yourself. Alright.",c,fru
Ses01M_script01_2_M014,calm yourself.,c,fru
Ses01M_script01_2_F013,You above all have got to believe. Just don't stop believing.,c,ang
Ses01M_script01_2_M015,What does that mean? Me above all? What does that mean?,q,ang
Ses01M_script01_2_M016,Look at you. You're shaking.,s,ang
Ses01M_script01_2_F014,I can't help it.,s,xxx
Ses01M_script01_2_M017,"What the hell do you want from me, Kate?",q,ang
Ses01M_script01_3_F000,The only one I know still love his parents.,o,neu
Ses01M_script01_3_M000,"Yeah, that kind of went out of style didn't it?",q,hap
Ses01M_script01_3_F001,Oh it's not bad thing it's good thing.,ans,neu
Ses01M_script01_3_F002,"You know it's nice here, the air is sweet.",o,xxx
Ses01M_script01_3_M001,You're not sorry you came?,q,hap
Ses01M_script01_3_F003,"Not sorry, no.  I can't stay here.",ans,sad
Ses01M_script01_3_M002,Why not?,q,sad
Ses01M_script01_3_F004,For one thing your mother as much as told me to go.,ans,neu
Ses01M_script01_3_M003,Well.,b,xxx
Ses01M_script01_3_F005,[BREATHING] And then you've been kind of...,s,sad
Ses01M_script01_3_M004,What?,q,neu
Ses01M_script01_3_F006,You've been kind of embarrassed ever since I got here.,o,sad
Ses01M_script01_3_M005,"I was kind of planning on sneaking up on you, you know over like a course of a week or so. They just take for granted that we're already set.",s,xxx
Ses01M_script01_3_F007,"I knew they would, your mother anyway.",ag,xxx
Ses01M_script01_3_M006,You did?,q,neu
Ses01M_script01_3_F008,From her point of view why else would I come?,ans,neu
Ses01M_script01_3_M007,Yeah--,ag,neu
Ses01M_script01_3_M008,"So then would you want to?  I mean I guess, you kind of have to know, maybe that's why I asked you to come.",q,xxx
Ses01M_script01_3_F009,Well I guess that's why I came.,ans,xxx
Ses01M_script01_3_M009,"Ann, I love you.  I love you.",s,hap
Ses01M_script01_3_M010,I love you a great deal.,s,xxx
Ses01M_script01_3_M011,I'm sorry I don't really have much of an imagination.,ap,xxx
Ses01M_script01_3_F010,"Chris,",b,xxx
Ses01M_script01_3_M012,"I'm sorry I'm embarrassing you, aren't I?  See, I didn't want to do it here I didn't on this porch, with this ring--I didn't want to win you away from anything.",ap,xxx
Ses01M_script01_3_F011,"I've been ready a long, long time.",s,xxx
Ses01M_script01_3_M013,So then he's gone.  You sure?,q,xxx
Ses01M_script01_3_F012,I almost got married two years ago.,s,neu
Ses01M_script01_3_M014,Why didn't you?,q,neu
Ses01M_script01_3_F013,You started to write me.,ans,xxx
Ses01M_script01_3_M015,You felt something that far back?,q,xxx
Ses01M_script01_3_F014,Everyday since.,ans,exc
Ses01M_script01_3_M016,why didn't you let me know?,q,exc
Ses01M_script01_3_F015,"Because I was waiting for you, Chris.  Till then you never wrote me and then when you did, well, you sure can be ambiguous you know.",ans,exc
