TURN,UTTERANCE,DA,EMOTION
Ses03M_impro05b_M006,You can report lost property?,q,fru
Ses03M_impro05b_F006,Yes.,ans,neu
Ses03M_impro05b_M007,"Okay.  I'm leaving LA tomorrow for San Diego, driving there.  So, I'm going to leave without all my lost property?  That's what you want me to do? um",q,fru
Ses03M_impro05b_F007,"Well sir, if if...what I believe has happened is most of the flight was left--",ans,neu
Ses03M_impro05b_F009,"Like the luggage, the luggage on the flight.",s,neu
Ses03M_impro05b_M009,Wow.  This is an incompetent airline isn't it?  Are you--?,q,xxx
Ses03M_impro05b_FXX0,We- I mean-,oth,-
Ses03M_impro05b_F011,"Well, we can give you um- hotel lodging for a night if that--",ans,neu
Ses03M_impro05b_M011,I'm going to San Diego tomorrow to stay with my family.  What do I need hotel lodging for hmmm?  Can you tell me that?,q,ang
Ses03M_impro05b_F012,For tonight- For tonight sir.  Would you need to stay somewhere tonight?,q,neu
Ses03M_impro05b_M013,Wow.  Thank you.  Holiday Inn.  Wow.  Thank...the flight cost five hundred dollars.,ans,ang
Ses03M_impro05b_F014,Sir I understand that but just--,s,neu
Ses03M_impro05b_M014,"Okay, so you can put me in Holiday Inn for twenty dollar a night?",q,ang
Ses03M_impro05b_F015,Did you have your name tags on the luggage?,q,neu
Ses03M_impro05b_M015,Of course I had my name tags on the luggage.,ans,ang
Ses03M_impro05b_F016,"Okay.  So if you can just give me your name, your name and your address and your phone number I can contact you as soon as we find out more information.",s,neu
Ses03M_impro05b_M017,I need you to help me out here.  Can you get on the phone and get the luggage over on the fastest flight you can and then maybe I won't get you fired.,o,fru
Ses03M_impro05b_M018,"If not, I'm going to get your name, I'm going to talk to your boss, whoever...I'm never going to fly...my business is never going to fly Delta again.",o,fru
Ses03M_impro05b_M019,I work for IBM.,ans,neu
Ses03M_impro05b_F019,"Okay.  Sir?  I am sorry to tell you this but this does happen. Uh- This is not uh- really,",ap,neu
Ses03M_impro05b_F020,"I mean, our airline's fault.  I don't know what happened, misplaced, something happened but we will get you--",s,neu
Ses03M_impro05b_M020,"You misplace a lot of, eight pieces of luggage.",s,ang
Ses03M_impro05b_M021,Are you kidding me?,q,ang
Ses03M_impro05b_M022,Who are you going to fire because of that?,q,ang
Ses03M_impro05b_F023,"Well we have some people back there that need some firing so, but I would just really appreciate--",ans,neu
Ses03M_impro05b_M023,"Wow.  This has never happened before.  I've not lost,",s,ang
Ses03M_impro05b_M024,in all thousand flights I've been on probably I can't even count how many flights I've been on.  This has never happened before.,s,ang
Ses03M_impro05b_M025,This is the worst customer service I've ever gotten before.,o,ang
Ses03M_impro05b_M026,Okay.  Get on the phone and figure out where my luggage is and tell me when it's going to get there alright?,q,ang
Ses03M_impro05b_F025,We already have been confirmed that it will be arriving in--uh--in about two days.,ans,fru
Ses03M_impro05b_F026,"Uh, we can't--",ans,fru
Ses03M_impro05b_M029,Can you get it to the San Diego airport?  You get someone to drive it to my place alright? Then I get a refund for some...I get a free flight alright? I get free whatever.,q,ang
Ses03M_impro05b_F027,"Yes sir, Yes.",ans,neu
Ses03M_impro05b_F028,We can have them direct your luggage to San Diego.,s,neu
Ses03M_impro05b_M030,Okay.  And you're going to give me what for my inconvenience?,q,fru
Ses03M_impro05b_F029,Uh--,b,neu
Ses03M_impro05b_F030,Some refreshments in the lobby?,ans,neu
Ses03M_impro05b_M031,Some peanuts?  Wow.  That helps a lot.,o,ang
Ses03M_impro05b_M032,"Thanks you, thank you I don't have my luggage so you gave me a Holiday Inn stay and peanuts.  Wow.  You know what?",o,ang
Ses03M_impro05b_F031,eh- we actually--,b,fru
Ses03M_impro05b_M033,I will never do business with Delta again.,s,ang
Ses03M_impro06_F000,How's it going?  How are you feeling?,q,sad
Ses03M_impro06_F001,Hanging in there?,q,sad
Ses03M_impro06_M002,Yeah.,ans,sad
Ses03M_impro06_F003,Yeah.,ag,sad
Ses03M_impro06_F004,You guys were real close huh?,q,sad
Ses03M_impro06_M004,He was my only friend growing up.,ans,sad
Ses03M_impro06_M005,no one else would talk to me but he would.,s,sad
Ses03M_impro06_M006,He was supposed to be the best man at my wedding.,s,sad
Ses03M_impro06_F005,I'm so sorry.,ap,sad
Ses03M_impro06_M007,Yeah.,b,sad
Ses03M_impro06_M008,You know I was always the one to tell him to be more wild you know?,s,sad
Ses03M_impro06_F006,Yeah.,b,xxx
Ses03M_impro06_M009,And he just took it overboard.,s,sad
Ses03M_impro06_F007,What happened?  What went wrong?,q,sad
Ses03M_impro06_M012,his girlfriend got killed too.,s,sad
Ses03M_impro06_F009,How are they?,q,sad
Ses03M_impro06_M014,The mother and father died--,ans,sad
Ses03M_impro06_M017,"-do I miss him or do I hate him, you know?",o,sad
Ses03M_impro06_F010,Yeah.  Like I mean if you need anyone to talk to or anything I'm here for you okay?,o,sad
Ses03M_impro06_MXX0,Thanks.,g,-
Ses03M_impro06_F011,We're all here for you.,o,sad
Ses03M_impro06_M018,I was supposed to see him last summer,s,sad
Ses03M_impro06_M019,then I got busy with work and stuff and three years go by,s,sad
Ses03M_impro06_M020,and then something like this happens you know?,s,sad
Ses03M_impro06_M021,I mean I haven't even talked to him on the phone for the past three months.,s,sad
Ses03M_impro06_M022,He's supposed to be my best friend.,o,sad
Ses03M_impro06_F012,I know.,ag,sad
Ses03M_impro06_F013,just things happen in life and you just...there's just no explanation you know?  We just don't...,o,sad
Ses03M_impro06_F015,I'm so sorry.,ap,sad
Ses03M_impro06_M026,"I mean he was...he wanted to help people in poor countries, that is his goal.  He didn't care about the money.  He just wanted to go and help people.",s,sad
Ses03M_impro06_M027,What the...what am I doing?,q,sad
Ses03M_impro06_F016,"Well now you can follow his footsteps, you know?  Carry out what he wanted to do.",o,sad
Ses03M_impro06_M030,I can't do that.,dag,sad
Ses03M_impro06_F017,Well sure you could.,dag,sad
Ses03M_impro06_M031,You should've met him.,s,sad
Ses03M_impro06_M032,He is the greatest...everyone liked him.,o,sad
Ses03M_impro06_F018,Yeah.,ag,sad
Ses03M_impro06_F019,I would've loved to.,o,sad
Ses03M_impro06_F020,Now I can't.,s,sad
Ses03M_impro07_M000,Hey.,g,xxx
Ses03M_impro07_F000,Hey.  How's it going?  I haven't seen you in awhile.,q,hap
Ses03M_impro07_M001,Pretty good Susanna.,ans,xxx
Ses03M_impro07_F002,Um--,b,xxx
Ses03M_impro07_M004,Yeah.,ag,exc
Ses03M_impro07_M005,I got into the...,s,exc
Ses03M_impro07_M007,Yeah.,dag,exc
Ses03M_impro07_M008,No.  It's like it's harder than getting into Harvard.,s,exc
Ses03M_impro07_F005,I know.  Oh my God.  Oh my God Joe I am so happy for you.  Well you know what that means?,q,sur
Ses03M_impro07_M009,What does that mean?,q,neu
Ses03M_impro07_F006,You're going to be here and I'm going to be in LA so we can be together now.  I mean we can be in the same city.,ans,exc
Ses03M_impro07_M010,Holy shit...,s,exc
Ses03M_impro07_F007,We can party.  We can have fun.,o,exc
Ses03M_impro07_M011,This will be like high school but even better.,o,exc
Ses03M_impro07_M012,I-I came home and my mom was like Joe uh-,ans,xxx
Ses03M_impro07_M013,"I have some bad news.  I was like what?  She's like not really you got into U.S.C. and I was like, I was like oh my God.  I was about to tear my own hair out.",s,exc
Ses03M_impro07_F010,Oh man.,o,hap
Ses03M_impro07_M015,Oh my God the first minute I got it I sent it back in.,ans,exc
Ses03M_impro07_F013,"This is so great, you know, because I gone fit on downtown so I'm going to be like right here.  I think I'm going to be living at City Lights downtown.",o,hap
Ses03M_impro07_M017,This is so exciting.  This is like a new chapter in our lives.,o,exc
Ses03M_impro07_F014,"Yeah, it really is.",ag,hap
Ses03M_impro07_M018,"We're doing what we want to do, then four years later we're going to be working professionals, making money, sipping martinis every day.",o,exc
Ses03M_impro07_F015,God hopefully.,ag,xxx
Ses03M_impro07_F016,Man I'm just so happy for you.  I just--,o,exc
Ses03M_impro07_M019,Thank you,g,exc
Ses03M_impro07_F017,"Well, I'm happy for you but I'm happy for me cause that means you're going to stay.",o,hap
Ses03M_impro07_M020,And tonight my parents want to take me out to sushi and they said I could bring you.,s,exc
Ses03M_impro07_F018,Oh great. I would love to go.,o,exc
Ses03M_impro07_M021,Yeah.,ag,xxx
Ses03M_impro07_M022,Yeah and they said get whatever you want and...,s,exc
Ses03M_impro07_F020,Ah man.,b,xxx
Ses03M_impro07_M024,This is going to be so great.  I have so many great ideas.,o,exc
Ses03M_impro07_F021,Yeah. Did you...I mean do send in like how long after you send in your application did you hear?,q,xxx
Ses03M_impro07_F022,You were like...,b,xxx
Ses03M_impro08a_M000,Hello.  This is Viacom Services.  How can I help you?,q,neu
Ses03M_impro08a_F000,"Hello?  God finally somebody, look, this is ridiculous.  I've been waiting online for like a half an hour now.",ans,fru
Ses03M_impro08a_M001,"I'm sorry ma'am, what can I help you with?",q,neu
Ses03M_impro08a_F001,"Look my, my phone isn't working.  I don't understand what's going on.  I am trying to call out.  I'm not receiving any calls",ans,fru
Ses03M_impro08a_F002,"and I need assistance with my...not only is my work phone, it's my home phone and look,",s,fru
Ses03M_impro08a_F003,this is my business.  This is how I make money is through my phone.  It needs to be working.  Can you please help me?,q,fru
Ses03M_impro08a_M002,Okay.  Can you give me the last four digits of your social security number so I can verify who I'm speaking with?,q,neu
Ses03M_impro08a_F004,two two six six.,ans,neu
Ses03M_impro08a_M003,Okay.  And your name is?,q,neu
Ses03M_impro08a_F005,Olivia.,ans,fru
Ses03M_impro08a_M004,Olivia. Um. Okay.  So how long has this problem been?,q,neu
Ses03M_impro08a_F006,"This has been going on for the past two weeks.  I called every single day.  Nobody is helping me.  You guys tell me the same thing over and over, call again, call again, call again--",ans,fru
Ses03M_impro08a_M006,Um- I think part of it has to do with the network being down.  It's been having some trouble the last few weeks--,o,neu
Ses03M_impro08a_F008,"Okay.  Well that is, that is fine and all.  I don't care.  I really don't care because I want my phone to work that's all.",o,fru
Ses03M_impro08a_F009,"That is I am paying you guys for service and I'm not getting any service.  I get, I get just dropped calls all the time and now it's completely not working at all.  I can't even call out, nine one one probably wouldn't even work.",s,fru
Ses03M_impro08a_F010,Well you better.  You better give me a whole freaking new phone that's what you better do.,s,fru
Ses03M_impro08a_F013,"You sign the contract and then down the line the phone doesn't work and you're stuck, you can't go to a new...no.  No contracts for me.  You give me a new phone.",s,ang
Ses03M_impro08a_M011,"Besides, it's sort of out of hands at the moment----The whole electrical power outage.",s,fru
Ses03M_impro08a_F014,I want to talk to a supervisor,s,ang
Ses03M_impro08a_F015,I would like to talk to your supervisor.  Obviously you're incompetent and don't understand what I'm asking.,s,ang
Ses03M_impro08a_M012,"Um- Let me connect you to my supervisor.  Actually, he's out right now so I'm supervisor until he comes back. Um-",s,neu
Ses03M_impro08a_F016,What?,q,fru
Ses03M_impro08a_M013,"So you could----speak with me some more, you could call back later on maybe.",s,neu
Ses03M_impro08a_F017,That's ridiculous.  You know?,o,fru
Ses03M_impro08a_F018,"No I don't want to call back, you put me on hold for like hours and hours----and it's money, money, money, money and out of my pocket, out of my pocket--",s,fru
Ses03M_impro08a_M014,I didn't put you on hold.,dag,fru
Ses03M_impro08a_M015,There are a lot of people calling us having problems.  Every phone company is having the same problems ma'am,s,fru
Ses03M_impro08a_F019,Every phone...every single phone company?,q,fru
Ses03M_impro08a_F021,"I am a realtor and this is my business.  People are calling me all the time but you know, and I don't have a land line.  I can't afford to have a land line",s,ang
Ses03M_impro08a_M017,don't you-,b,neu
Ses03M_impro08a_M018,I'm really sorry ma'am.  There's not----a lot we can do for it.,ap,neu
Ses03M_impro08a_M019,"What I can do for you, if you want to make a call right now I could contact you through our computer.  I can call through my phone and you can speak through me.",s,neu
Ses03M_impro08a_F024,What?  No.  That's way too complicated.  Look--,o,fru
Ses03M_impro08a_F025,you need to fix my phone.  I don't care what you have to do--,c,fru
Ses03M_impro08a_M021,"Well, okay I'm going to give you a free phone card that you can use at any payphone and that's on us. Okay?",s,neu
Ses03M_impro08a_F027,"Yeah yeah, woman going out in South Central on the payphone at night.  Oh that's real safe.",dag,fru
Ses03M_impro08a_M022,"I'm, I'm sorry you chose to live there um--",ap,neu
Ses03M_impro08a_F028,"No, no, no.  I didn't choose to live here.  I work there.  Okay?  Yeah. work work work",dag,fru
Ses03M_impro08a_MXX0,okay.,b,-
Ses03M_impro08a_M023,Well I'm sure maybe there's a phone at work you could use.,o,neu
Ses03M_impro08a_F029,"We can't call out.  We can't make out-- line.  I don't work, I work at another office.",dag,fru
Ses03M_impro08a_F030,A law firm.  Thank you very much.,g,fru
Ses03M_impro08a_M024,All right um--,ag,neu
Ses03M_impro08a_F031,"I work out of my home as a realtor and because I don't have a land line, I need a phone and because of now I don't have one I don't know what to do.  And you're not helping me at all.",s,fru
Ses03M_impro08a_F032,"In fact, give me your name sir, what's your name again?",q,fru
Ses03M_impro08a_M025,My name is Sara.,ans,neu
Ses03M_impro08a_F034,"Sara Brown.  Sara Brown, um- yeah, I'm going to get off the phone with you. And then I'm going to call back and I'm going to give your supervisor your name because you're obviously incompetent to work here.",s,fru
Ses03M_impro08a_MXX1,Okay.,b,-
Ses03M_impro08a_M027,"You know maam, we record this conversation so anything you say can be proven in a law of court so keep that in mind.",s,neu
Ses03M_impro08b_M000,Hello?,g,neu
Ses03M_impro08b_F001,Oh God I finally got...you know how long I've been waiting on line?  You put on hold for like five hours.  Geez.,s,fru
Ses03M_impro08b_M001,I'm sorry ma'am.  What's the nature of your problem?  But first can I get you to tell me your first and last name?,q,neu
Ses03M_impro08b_F003,Olivia Brown.,s,fru
Ses03M_impro08b_M003,Alright Ms. Brown what's the nature of your problem?,q,neu
Ses03M_impro08b_F004,Well my phone isn't working and it hasn't been working for the last five days.,ans,fru
Ses03M_impro08b_M004,Oh.  I'm sorry. Um- Did you drop it in water?,q,neu
Ses03M_impro08b_F005,"Yeah, yeah, yeah you better be sorry.",o,ang
Ses03M_impro08b_F006,No I did not drop my phone in water.  I'm not five years old and just dropped my phone anywhere I see it.  Okay this is my business.,ans,ang
Ses03M_impro08b_F007,Okay?  And it [GARBAGE]. My business is failing because my phone isn't working and I don't have a land line and I really can't handle this right now.,s,fru
Ses03M_impro08b_MXX0,Okay.,ag,-
Ses03M_impro08b_M005,"Um- well it's probably easy.  Can you any more symptoms either you're not receiving calls----ok, you're not receiving calls, not getting calls.",q,neu
Ses03M_impro08b_F008,"the symptoms- This [GARBAGE] a doctor's office. I'm not receiving calls...I can't receive- no, it's, it cuts me off--",ans,fru
Ses03M_impro08b_M006,Is the phone turned on?,q,neu
Ses03M_impro08b_F009,Yes the phone turns on.  No I mean I'm using it not turning on the phone.  Of course it turns on.,ans,fru
Ses03M_impro08b_M008,Alright.  Um- Well that could be the problem. cause--,o,neu
Ses03M_impro08b_M009,you might have an older phone where we would use sim cards but probably not.,s,neu
Ses03M_impro08b_F011,"Okay no.  Sir, this is the deal.  My phone isn't working and I don't care what the problem is but it needs to work.  That's why I'm paying you guys to fix it.",s,fru
Ses03M_impro08b_M012,Tell them my name.  My name is Brent Backersen.,s,neu
Ses03M_impro08b_F014,"Brent Backersen, I am writing this down, Brent Backersen.  Alright.",ag,fru
Ses03M_impro08b_M013,Okay.  Tell them my - my ID number is two one three five.,s,neu
Ses03M_impro08b_M015,It will be free.  No contract okay?,ag,neu
Ses03M_impro08b_F016,Really?  No contract?,q,fru
Ses03M_impro08b_M016,"Go in there, yeah, go in there.  Tell them Brent Backersen sent you.",ans,neu
Ses03M_impro08b_F017,I want the best freaking camera phone there is though.  I want the really good kind--,c,xxx
Ses03M_impro08b_M017,"the top of the line camera phone, game boy, anything you want. For free. And palm pilot.",ag,neu
Ses03M_impro08b_F018,And palm pilot.,c,xxx
Ses03M_impro08b_F019,And charger and accessories and I want a cover that's pink.,c,xxx
Ses03M_impro08b_M018,They might only have orange.,dag,neu
Ses03M_impro08b_F020,no,dag,xxx
Ses03M_impro08b_M019,"Okay.  They can figure out pink for you.  So go in there and just tell them that and they'll hook you up with other goodies, stuff like that free service, no contract, no nothing.  Just for being a good customer",ag,neu
Ses03M_impro08b_M020,and battling through with us.,s,neu
Ses03M_impro08b_F021,"Alright. Well-  I guess - I guess that's okay but,",o,neu
Ses03M_impro08b_F023,Okay.,ag,neu
Ses03M_impro08b_M022,Alright?  Great.  Have a nice evening.,o,neu
Ses03M_impro08b_F024,Alright Thanks.,g,neu
Ses03M_script01_1_F000,What's he going to say?  Maybe we ought to talk to him before he sees it.,o,neu
Ses03M_script01_1_M001,He was out there when it happened.,ans,sad
Ses03M_script01_1_F002,When?,q,sur
Ses03M_script01_1_M002,About four in the morning.  I heard a crack and I looked out and he was standing right there when it happened.,ans,sad
Ses03M_script01_1_F003,Well what was he doing out at four in the morning?,q,xxx
Ses03M_script01_1_M004,No.  I figured the best thing to do was leave him alone.,ans,sad
Ses03M_script01_1_F005,He cried hard?,q,sad
Ses03M_script01_1_M005,I could hear it right through the floor.,ans,sad
Ses03M_script01_1_F006,"God, what was he doing out there anyway?",q,xxx
Ses03M_script01_1_F007,Starting to dream about him again.  He's walking around at night again.,ans,fru
Ses03M_script01_1_M006,I guess he is.,ag,sad
Ses03M_script01_1_F008,"He's getting just like he did after he died, you know?  What, what, what's the meaning of this?",q,sad
Ses03M_script01_1_M007,"I don't know.  But I know one thing mom, we made a terrible mistake with dad.",ans,sad
Ses03M_script01_1_F009,What?,q,xxx
Ses03M_script01_1_M008,Being dishonest with him.  That kind of thing always pays off and now it's paying off.,ans,fru
Ses03M_script01_1_F010,What do you mean dishonest?,q,xxx
Ses03M_script01_1_M009,You know that Larry's not coming back and I know that too.  Why we both go on letting him think that we both believe with him.,q,ang
Ses03M_script01_1_M011,"Why shouldn't he walk around and dream at him at night.  Walk around.  Why shouldn't he walk around?  Why shouldn't he dream of him, walk around at night waiting for him?  Do we contradict him?  Do we say flat out that we don't have anymore hope?",q,ang
Ses03M_script01_1_M012,That we haven't had any hope for years now?,q,ang
Ses03M_script01_1_F012,You can't say that to him.,ans,xxx
Ses03M_script01_1_M014,Larry's been gone for three years.  For god sakes no one comes back after three years.  It's insane.,ans,fru
Ses03M_script01_1_M015,"Listen mom, just, sit down.  I want to talk to you.",c,fru
Ses03M_script01_1_F016,No.  It's his god damned newspapers is what it is.  Now every month there's a new boy comes home and Larry's going to be the next one.,s,ang
Ses03M_script01_1_M016,Alright. Alright. Alright just listen.,c,fru
Ses03M_script01_1_M017,"You know why I asked Annie here, right?",q,neu
Ses03M_script01_1_F018,Well I have an idea but I don't know.  What's the story?,q,xxx
Ses03M_script01_1_M019,I want to ask her to marry me.,ans,neu
Ses03M_script01_1_F019,Well that's your business Chris.,o,xxx
Ses03M_script01_1_M020,You know it's not just my business.,dag,fru
Ses03M_script01_1_F020,"Well what do you want me to do?  I mean, you're old enough to know your own mind.",o,ang
Ses03M_script01_1_M021,Okay.  So then it's alright.  I'll go ahead with it.,s,neu
Ses03M_script01_1_F021,"Well, I mean, you got to make sure your dad's not going--",s,neu
Ses03M_script01_1_M022,Oh see then it's just not my business. God you infuriate me sometimes.  Isn't my business too if dad throws a fit?  Huh?  God you have such a talent for ignoring things.,o,ang
Ses03M_script01_1_F022,Well I'm just saying--,s,fru
Ses03M_script01_1_F023,You know I ignore what I got to ignore.,s,xxx
Ses03M_script01_1_F024,She's not...she's Larry's girl.,s,xxx
Ses03M_script01_1_M023,She's not Larry's girl.,dag,fru
Ses03M_script01_1_F025,From your father's point of view he is still alive and if you try and take her that's just not fair.  You can't do that.,s,fru
Ses03M_script01_1_M024,I don't know why it is but every time I reach out for something I want I have to pull back,o,fru
Ses03M_script01_1_F026,"And-And-And if you go on from there if you know already to go on from there, then you can.  But I'm telling you something that I don't know where to go.  You got it?  I mean, do you?",q,fru
Ses03M_script01_1_M025,Because other people will suffer.,o,xxx
Ses03M_script01_1_M026,"My whole entire, bloody life time and time again.",o,fru
Ses03M_script01_1_F028,Did you ask Annie yet?,q,neu
Ses03M_script01_1_M029,Then I guess that's the end of it.,ans,neu
Ses03M_script01_1_M030,But from her letters I think she's forgotten him.  I'll find out.,o,sad
Ses03M_script01_1_M031,"And then we'll thrash it out with dad right?  Mom, don't avoid me.",c,neu
Ses03M_script01_1_F030,"Look, you never had seen many, many women.  You know?  I mean...",o,neu
Ses03M_script01_1_M033,Because it is.,s,fru
Ses03M_script01_1_F032,"Well that's a good answer but, it doesn't answer anything.  You haven't seen her since you left to go to the war and it's been five years.",s,xxx
Ses03M_script01_1_M034,It's just...that's just the way it is.  That's how I feel.  You know these years when I think of someone I want to marry I think of Annie.  What do you want a diagram?,q,fru
Ses03M_script01_1_F033,No I don't want a diagram.,ans,fru
Ses03M_script01_1_F034,"He thinks he's coming back. And you go off and marry that girl and you're just pronouncing him dead and what's going to happen to him?  I don't know.  Do you?  I mean, I don't know.",s,fru
Ses03M_script01_1_M035,Alright then.,a,fru
Ses03M_script01_1_F035,"Look, just give it some thought okay?",q,xxx
Ses03M_script01_1_M036,I've given it three years of thought and I thought that if I waited then dad would forget about Larry and then we could have a regular wedding and everything happy.,ans,sad
Ses03M_script01_1_M037,But if I can't have that here I'll get out.,s,neu
Ses03M_script01_1_F036,What the hell is this?,q,xxx
Ses03M_script01_1_M038,I'll get out.  I'll marry her somewhere else.  Maybe New York.,ans,neu
Ses03M_script01_1_F037,Are you crazy?,q,xxx
Ses03M_script01_1_M039,I've been a good son too long.  A good sucker and I'm through with it.,ans,ang
Ses03M_script01_1_F038,You're just going to leave the business?  You have a business here.  You can't do that.,q,ang
Ses03M_script01_1_M040,The business doesn't inspire me.,ans,ang
Ses03M_script01_1_F039,"Oh, you have to be inspired.",q,xxx
Ses03M_script01_1_M041,Yes.  I like it an hour out of the day.  If I have to grub for money all day long at least at evening I want it beautiful.  I want a family.  I want a wife.  I want some kids.  I want to build something I can give myself to.,ans,ang
Ses03M_script01_1_M043,Yes.  On this I would.,ans,neu
Ses03M_script01_1_F042,Alright but you can't talk like that you hear?,s,fru
Ses03M_script01_1_F043,"I mean what the hell have we worked for then?  I mean, it's all for you Chris.  The whole shooting match is for you.",s,ang
Ses03M_script01_1_M045,I know.  Just you help me stay here.,ag,sad
Ses03M_script01_1_F044,Alright but you don't talk like that you hear?  You don't.,c,fru
Ses03M_script01_1_M046,I am thinking like that.,dag,sad
Ses03M_script01_1_F045,I don't understand you do I?,q,sad
Ses03M_script01_1_M047,No you don't.  I'm a pretty tough guy.,ans,sad
Ses03M_script01_1_F046,Yeah.  I can see that.,ag,sad
Ses03M_script01_2_F000,Why did he invite her here?,q,ang
Ses03M_script01_2_M000,Why does that bother you?,q,fru
Ses03M_script01_2_F001,Well she's been away for three and a half years in New York and suddenly she just shows up.,q,ang
Ses03M_script01_2_M001,"Well maybe, maybe he just wanted to see her.",ans,neu
Ses03M_script01_2_F002,Nobody travels seven hundred miles just see.,s,xxx
Ses03M_script01_2_M002,uh-uh What do you mean?  They grew up next to each other their entire lives.  Why shouldn't he want to see her?,q,fru
Ses03M_script01_2_M003,Hey don't look at me like that.  I don't know anymore than you.,c,fru
Ses03M_script01_2_F003,He's not going to marry her.,c,xxx
Ses03M_script01_2_M004,Who said he even thought about that?,q,neu
Ses03M_script01_2_F004,I see it.  It has the appearance of it.,ans,xxx
Ses03M_script01_2_M005,"Well, so what?",q,neu
Ses03M_script01_2_F005,What's going on here Joe?,q,xxx
Ses03M_script01_2_M006,Now listen kid...,c,fru
Ses03M_script01_2_F006,No.  She's not his girl Joe and she knows that.,o,ang
Ses03M_script01_2_M007,You can't read her mind.,o,xxx
Ses03M_script01_2_F008,"Because she knows what I know, that's why.",ans,xxx
Ses03M_script01_2_F011,it's like I know as long as she's waiting I'm right again.,o,sad
Ses03M_script01_2_M009,Look at how nice the day is.  What are we arguing for?,q,fru
Ses03M_script01_2_F012,"No.  Nobody in my house better dare and challenge her faith.  You know and maybe strangers but not his father, not his brother.",ans,ang
Ses03M_script01_2_M010,What do you want me to do?  What do you want?,q,fru
Ses03M_script01_2_F013,I want-I want you to act like he's still alive.  I mean don't think I haven't seen the way that you've been since he invited her here.,ans,xxx
Ses03M_script01_2_M011,But Kate...,b,fru
Ses03M_script01_2_F014,But I won't have any of this nonsense because you know what happens?  If he doesn't come back I'll kill myself.,o,xxx
Ses03M_script01_2_F015,"Laugh, laugh at me but I will.  Because you know what happened when she came here?  When she came back she slept in his room, the memorial broke into pieces. Joe, look. Look at it. You got to believe with me.",s,ang
Ses03M_script01_2_M013,"Calm yourself, alright?",c,xxx
Ses03M_script01_2_F017,"Look, it was just last week that Detroit, some boy came back he had been away longer than Larry, you can read it for yourself. You above all people have got to believe.",s,sad
Ses03M_script01_2_M014,"Alright, alright, calm yourself okay?  Calm yourself. Wait, wait.  What do you mean, me above all?",c,ang
Ses03M_script01_2_F018,"Look, just keep believing okay?",c,xxx
Ses03M_script01_2_M015,"Wait, what does that mean?  Me above all?",q,ang
Ses03M_script01_2_M016,"Look at you, you're shaking.",s,ang
Ses03M_script01_2_F019,I can't help it.,o,sad
Ses03M_script01_2_M017,What do I got to hide?  Huh?  What the hell's the matter with you Kate?,q,ang
Ses03M_script01_3_F000,You're the only one I know that still loves his parents.,s,xxx
Ses03M_script01_3_M000,I know.  It sort of went out of style didn't it?,q,xxx
Ses03M_script01_3_F001,"No.  It's alright.  It's a good thing, you know?",ans,xxx
Ses03M_script01_3_F002,It's lovely here.,o,xxx
Ses03M_script01_3_F003,The air is so sweet.,o,xxx
Ses03M_script01_3_M001,You're not sorry you came?,q,neu
Ses03M_script01_3_F004,No.  I'm not sorry.  But I'm not going to stay.,ans,sad
Ses03M_script01_3_M003,Well...,b,xxx
Ses03M_script01_3_F006,"Look,",c,sad
Ses03M_script01_3_F007,"you saw the way that she acted and then well, I mean, you, you were acting kind of...",s,sad
Ses03M_script01_3_M004,What?,q,neu
Ses03M_script01_3_F008,"Well, I don't know, embarrassed of her since I came.",ans,sad
Ses03M_script01_3_M005,Well the trouble is I was planning on sneaking up on you over a week or so and they take it for granted that we're all set.,s,xxx
Ses03M_script01_3_F009,"Yeah.  I know they would, especially your mother.",ag,xxx
Ses03M_script01_3_M006,How did you know?,q,xxx
Ses03M_script01_3_F010,"Well what other reason, from her point of view, would I be coming here?",ans,xxx
Ses03M_script01_3_M007,"So, would you want to?",q,xxx
Ses03M_script01_3_M008,"I mean, that's the reason why I asked you here.",o,hap
Ses03M_script01_3_M010,I love you.,o,hap
Ses03M_script01_3_F012,I guess that's why I came.,o,hap
Ses03M_script01_3_M011,I don't...I have no imagination that's the only way I know how to tell it.,s,xxx
Ses03M_script01_3_M012,I'm embarrassing you.  I didn't want to tell you this here.  I wanted to drive someplace brand new where we'd be brand new to each other.  It feels wrong here don't you?,s,xxx
Ses03M_script01_3_M013,"This yard and this chair.  I don't want to win you from anything, I want you to be ready for me.",o,xxx
Ses03M_script01_3_F013,"Look, I've been ready for a long, long time now.",s,hap
Ses03M_script01_3_M014,"Then he's gone forever, you sure?",q,xxx
Ses03M_script01_3_F014,"Look, I almost got married two years ago.",ans,hap
Ses03M_script01_3_M016,You felt something that far back.,q,hap
Ses03M_script01_3_F016,Every day since.,ans,hap
Ses03M_script01_3_M017,Why didn't you let me know?,q,xxx
Ses03M_script01_3_F017,"I was waiting for you Chris, I mean, till then you never wrote and then when you did what did you say?",ans,hap
Ses03M_script01_3_F018,You'd always be so ambiguous.,o,hap
Ses03M_script01_3_M018,"Give me a kiss Ann, just give me...",c,hap
Ses03M_script01_3_M019,"Oh God.  Annie, I kissed Annie.  I kissed Annie.",s,exc
Ses03M_script01_3_F019,I'll never forgive you for that.,o,hap
Ses03M_script01_3_M020,"How long, how long I've been waiting to do that.",o,xxx
Ses03M_script01_3_F020,"I mean,  Why did you wait all these years?  There I was sitting around and wondering if I was crazy for thinking about you.",o,hap
Ses03M_script01_3_M021,We're going to live now.  I'm going to make you so happy.,o,hap
